nutrition,value,measure,food_product
"Zinc, Zn",0.427272727272727,MG,coriander
Niacin,0.133125,MG,coriander
"Iron, Fe",0.905555555555556,MG,coriander
"Magnesium, Mg",0.7857142857142858,MG,coriander
"Phosphorus, P",0.3272,MG,coriander
"Sodium, Na",0.0152173913043478,MG,coriander
"Copper, Cu",1.08333333333333,MG,coriander
"Manganese, Mn",0.826086956521739,MG,coriander
Thiamin,0.19916666666666696,MG,coriander
Riboflavin,0.223076923076923,MG,coriander
Vitamin B-12,0.0,UG,coriander
Cholesterol,0.0,MG,coriander
"Fatty acids, total saturated",0.00825,G,coriander
Protein,0.0826666666666667,G,coriander
"Fiber, total dietary",0.32734375,G,coriander
"Vitamin C, total ascorbic acid",0.23333333333333303,MG,coriander
"Selenium, Se",0.47636363636363593,UG,coriander
"Vitamin A, RAE",0.0,UG,coriander
"Folate, DFE",0.0,UG,coriander
Vitamin D (D2 + D3),0.0,UG,coriander
Protein,0.0235333333333333,G,corn
Total lipid (fat),0.00662921348314607,G,corn
"Carbohydrate, by difference",0.0175686274509804,G,corn
"Fiber, total dietary",0.009375,G,corn
"Calcium, Ca",0.0,MG,corn
"Iron, Fe",0.0,MG,corn
"Potassium, K",0.0236170212765957,MG,corn
"Sodium, Na",0.0,MG,corn
"Sugars, added",0.0,G,corn
Cholesterol,0.0,MG,corn
"Fatty acids, total saturated",0.0,G,corn
Protein,0.0476,G,cornmeal
Total lipid (fat),0.0,G,cornmeal
"Carbohydrate, by difference",0.0635294117647059,G,cornmeal
"Fiber, total dietary",0.01875,G,cornmeal
"Calcium, Ca",0.0,MG,cornmeal
"Iron, Fe",0.0477777777777778,MG,cornmeal
"Sodium, Na",0.0,MG,cornmeal
"Vitamin C, total ascorbic acid",0.0,MG,cornmeal
Cholesterol,0.0,MG,cornmeal
"Fatty acids, total saturated",0.0,G,cornmeal
Protein,0.0706666666666667,G,cottage cheese
Total lipid (fat),0.0248314606741573,G,cottage cheese
"Carbohydrate, by difference",0.00346666666666667,G,cottage cheese
"Fiber, total dietary",0.0,G,cottage cheese
"Calcium, Ca",0.0546153846153846,MG,cottage cheese
"Iron, Fe",0.0,MG,cottage cheese
"Potassium, K",0.0302127659574468,MG,cottage cheese
"Sodium, Na",0.18478260869565197,MG,cottage cheese
"Vitamin C, total ascorbic acid",0.0,MG,cottage cheese
Cholesterol,0.0733333333333333,MG,cottage cheese
"Fatty acids, total saturated",0.0258333333333333,G,cottage cheese
Protein,0.0886666666666667,G,couscous
Total lipid (fat),0.0,G,couscous
"Carbohydrate, by difference",0.0610196078431373,G,couscous
"Fiber, total dietary",0.034375,G,couscous
"Calcium, Ca",0.0253846153846154,MG,couscous
"Iron, Fe",0.123333333333333,MG,couscous
"Potassium, K",0.0402127659574468,MG,couscous
"Sodium, Na",0.0,MG,couscous
"Sugars, added",0.0,G,couscous
Cholesterol,0.0,MG,couscous
"Fatty acids, total saturated",0.0,G,couscous
"Carbohydrate, by difference",0.0,G,crab
"Fiber, total dietary",0.0,G,crab
"Calcium, Ca",0.0676923076923077,MG,crab
"Iron, Fe",0.0527777777777778,MG,crab
"Fatty acids, total saturated",0.0,G,crab
Protein,0.152,G,crab
Total lipid (fat),0.00691011235955056,G,crab
"Sodium, Na",0.162608695652174,MG,crab
Cholesterol,0.35,MG,crab
Protein,0.0,G,cranberry
Total lipid (fat),0.0,G,cranberry
"Carbohydrate, by difference",0.00980392156862745,G,cranberry
"Iron, Fe",0.00833333333333333,MG,cranberry
"Sodium, Na",0.00652173913043478,MG,cranberry
"Vitamin C, total ascorbic acid",0.277777777777778,MG,cranberry
Protein,0.006,G,cranberry sauce
Total lipid (fat),0.0008426966292134831,G,cranberry sauce
"Carbohydrate, by difference",0.0316862745098039,G,cranberry sauce
"Fiber, total dietary",0.00859375,G,cranberry sauce
"Calcium, Ca",0.00230769230769231,MG,cranberry sauce
"Iron, Fe",0.0227777777777778,MG,cranberry sauce
"Magnesium, Mg",0.00476190476190476,MG,cranberry sauce
"Phosphorus, P",0.0032,MG,cranberry sauce
"Potassium, K",0.0059574468085106394,MG,cranberry sauce
"Sodium, Na",0.00217391304347826,MG,cranberry sauce
"Zinc, Zn",0.00272727272727273,MG,cranberry sauce
"Copper, Cu",0.0288888888888889,MG,cranberry sauce
"Selenium, Se",0.00727272727272727,UG,cranberry sauce
"Vitamin A, RAE",0.00222222222222222,UG,cranberry sauce
Vitamin E (alpha-tocopherol),0.062,MG,cranberry sauce
Vitamin D (D2 + D3),0.0,UG,cranberry sauce
"Vitamin C, total ascorbic acid",0.0111111111111111,MG,cranberry sauce
Thiamin,0.0125,MG,cranberry sauce
Riboflavin,0.0161538461538462,MG,cranberry sauce
Niacin,0.00625,MG,cranberry sauce
Vitamin B-6,0.00823529411764706,MG,cranberry sauce
Vitamin B-12,0.0,UG,cranberry sauce
"Choline, total",0.00690909090909091,MG,cranberry sauce
Vitamin K (phylloquinone),0.0116666666666667,UG,cranberry sauce
"Folate, DFE",0.0025,UG,cranberry sauce
Cholesterol,0.0,MG,cranberry sauce
"Fatty acids, total saturated",5.8333333333333204e-05,G,cranberry sauce
Protein,0.0476,G,cream cheese
Total lipid (fat),0.180337078651685,G,cream cheese
"Carbohydrate, by difference",0.0056,G,cream cheese
"Fiber, total dietary",0.0,G,cream cheese
"Calcium, Ca",0.0546153846153846,MG,cream cheese
"Iron, Fe",0.0,MG,cream cheese
"Potassium, K",0.0,MG,cream cheese
"Sodium, Na",0.147391304347826,MG,cream cheese
"Sugars, added",0.0,G,cream cheese
Cholesterol,0.3566666666666671,MG,cream cheese
"Fatty acids, total saturated",0.178333333333333,G,cream cheese
Protein,0.00346666666666667,G,cucumber
Total lipid (fat),0.00050561797752809,G,cucumber
"Carbohydrate, by difference",0.00564705882352941,G,cucumber
"Fiber, total dietary",0.00390625,G,cucumber
"Calcium, Ca",0.0107692307692308,MG,cucumber
"Iron, Fe",0.0133333333333333,MG,cucumber
"Magnesium, Mg",0.0238095238095238,MG,cucumber
"Phosphorus, P",0.016,MG,cucumber
"Potassium, K",0.0261702127659574,MG,cucumber
"Sodium, Na",0.10260869565217402,MG,cucumber
"Zinc, Zn",0.0136363636363636,MG,cucumber
"Copper, Cu",0.0344444444444444,MG,cucumber
"Selenium, Se",0.00545454545454545,UG,cucumber
"Vitamin A, RAE",0.00333333333333333,UG,cucumber
Vitamin E (alpha-tocopherol),0.00133333333333333,MG,cucumber
Vitamin D (D2 + D3),0.0,UG,cucumber
"Vitamin C, total ascorbic acid",0.0277777777777778,MG,cucumber
Thiamin,0.0175,MG,cucumber
Riboflavin,0.0184615384615385,MG,cucumber
Niacin,0.0045,MG,cucumber
Vitamin B-6,0.0217647058823529,MG,cucumber
Vitamin B-12,0.0,UG,cucumber
"Choline, total",0.00781818181818182,MG,cucumber
Vitamin K (phylloquinone),0.0833333333333333,UG,cucumber
"Folate, DFE",0.015,UG,cucumber
Cholesterol,0.0,MG,cucumber
"Fatty acids, total saturated",0.000225,G,cucumber
Protein,0.11866666666666699,G,cumin
"Fiber, total dietary",0.08203125,G,cumin
"Iron, Fe",0.00368888888888889,MG,cumin
"Magnesium, Mg",0.8714285714285709,MG,cumin
"Phosphorus, P",0.3992,MG,cumin
"Sodium, Na",0.0730434782608696,MG,cumin
"Copper, Cu",0.9633333333333329,MG,cumin
"Manganese, Mn",1.44782608695652,MG,cumin
"Vitamin C, total ascorbic acid",0.0855555555555556,MG,cumin
Thiamin,0.5233333333333329,MG,cumin
Riboflavin,0.251538461538462,MG,cumin
Cholesterol,0.0,MG,cumin
Vitamin B-12,0.0,UG,cumin
Total lipid (fat),0.125280898876405,G,cumin
"Carbohydrate, by difference",0.0346666666666667,G,cumin
"Calcium, Ca",0.7161538461538459,MG,cumin
"Potassium, K",0.38085106382978706,MG,cumin
"Zinc, Zn",0.43636363636363595,MG,cumin
Niacin,0.28625,MG,cumin
"Fatty acids, total saturated",0.0128333333333333,G,cumin
"Selenium, Se",0.0945454545454545,UG,cumin
Vitamin K (phylloquinone),0.045,UG,cumin
Vitamin E (alpha-tocopherol),0.222,MG,cumin
"Vitamin A, RAE",0.0711111111111111,UG,cumin
"Choline, total",0.0449090909090909,MG,cumin
"Folate, DFE",0.025,UG,cumin
Vitamin D (D2 + D3),0.0,UG,cumin
Vitamin B-6,0.25588235294117606,MG,cumin
Protein,0.0228666666666667,G,currant
Total lipid (fat),0.0012359550561797802,G,currant
"Carbohydrate, by difference",0.0603921568627451,G,currant
"Fiber, total dietary",0.034375,G,currant
"Calcium, Ca",0.0676923076923077,MG,currant
"Iron, Fe",0.10444444444444399,MG,currant
"Magnesium, Mg",0.0857142857142857,MG,currant
"Phosphorus, P",0.0792,MG,currant
"Potassium, K",0.16531914893617,MG,currant
"Sodium, Na",0.018695652173913002,MG,currant
"Zinc, Zn",0.0336363636363636,MG,currant
"Copper, Cu",0.331111111111111,MG,currant
"Selenium, Se",0.0127272727272727,UG,currant
"Vitamin A, RAE",0.00444444444444444,UG,currant
Vitamin E (alpha-tocopherol),0.00733333333333333,MG,currant
Vitamin D (D2 + D3),0.0,UG,currant
"Vitamin C, total ascorbic acid",0.0522222222222222,MG,currant
Thiamin,0.133333333333333,MG,currant
Riboflavin,0.10923076923076899,MG,currant
Niacin,0.10125,MG,currant
Vitamin B-6,0.17411764705882402,MG,currant
Vitamin B-12,0.0,UG,currant
"Choline, total",0.0192727272727273,MG,currant
Vitamin K (phylloquinone),0.0275,UG,currant
"Folate, DFE",0.025,UG,currant
Cholesterol,0.0,MG,currant
"Fatty acids, total saturated",0.0007083333333333331,G,currant
Protein,0.0,G,curry
Total lipid (fat),0.0,G,curry
"Carbohydrate, by difference",0.0,G,curry
"Sodium, Na",0.0,MG,curry
Protein,0.0340666666666667,G,custard
Total lipid (fat),0.0192696629213483,G,custard
"Carbohydrate, by difference",0.00862745098039216,G,custard
"Fiber, total dietary",0.0,G,custard
"Calcium, Ca",0.0915384615384615,MG,custard
"Iron, Fe",0.0172222222222222,MG,custard
"Magnesium, Mg",0.030952380952381002,MG,custard
"Phosphorus, P",0.0992,MG,custard
"Potassium, K",0.0340425531914894,MG,custard
"Sodium, Na",0.0373913043478261,MG,custard
"Zinc, Zn",0.0545454545454545,MG,custard
"Copper, Cu",0.0155555555555556,MG,custard
"Selenium, Se",0.12909090909090898,UG,custard
"Vitamin A, RAE",0.0877777777777778,UG,custard
Vitamin E (alpha-tocopherol),0.013999999999999999,MG,custard
Vitamin D (D2 + D3),0.065,UG,custard
"Vitamin C, total ascorbic acid",0.0,MG,custard
Thiamin,0.0358333333333333,MG,custard
Riboflavin,0.151538461538462,MG,custard
Niacin,0.0066875,MG,custard
Vitamin B-6,0.04,MG,custard
Vitamin B-12,0.1625,UG,custard
"Choline, total",0.0969090909090909,MG,custard
Vitamin K (phylloquinone),0.00166666666666667,UG,custard
"Folate, DFE",0.0175,UG,custard
Cholesterol,0.243333333333333,MG,custard
"Fatty acids, total saturated",0.013000000000000001,G,custard
Vitamin E (alpha-tocopherol),0.008,MG,dill
"Sodium, Na",0.35130434782608694,MG,dill
"Vitamin A, RAE",0.00444444444444444,UG,dill
"Calcium, Ca",0.0415384615384615,MG,dill
"Potassium, K",0.0238297872340426,MG,dill
"Zinc, Zn",0.01,MG,dill
Niacin,0.0068125,MG,dill
Pantothenic acid,0.04,MG,dill
Vitamin B-6,0.02,MG,dill
Total lipid (fat),0.00241573033707865,G,dill
"Carbohydrate, by difference",0.00156078431372549,G,dill
Protein,0.0032,G,dill
"Fiber, total dietary",0.0078125,G,dill
"Iron, Fe",0.0127777777777778,MG,dill
"Magnesium, Mg",0.0169047619047619,MG,dill
"Phosphorus, P",0.0128,MG,dill
"Vitamin C, total ascorbic acid",0.0233333333333333,MG,dill
"Copper, Cu",0.0288888888888889,MG,dill
"Manganese, Mn",0.0243478260869565,MG,dill
Vitamin K (phylloquinone),0.14,UG,dill
Thiamin,0.0391666666666667,MG,dill
Riboflavin,0.0438461538461538,MG,dill
Protein,0.0152,G,dried fruit
Total lipid (fat),0.00348314606741573,G,dried fruit
"Carbohydrate, by difference",0.0616470588235294,G,dried fruit
"Fiber, total dietary",0.0375,G,dried fruit
"Calcium, Ca",0.03,MG,dried fruit
"Iron, Fe",0.0722222222222222,MG,dried fruit
"Magnesium, Mg",0.0571428571428571,MG,dried fruit
"Phosphorus, P",0.0512,MG,dried fruit
"Potassium, K",0.11297872340425501,MG,dried fruit
"Sodium, Na",0.0139130434782609,MG,dried fruit
"Zinc, Zn",0.0254545454545455,MG,dried fruit
"Copper, Cu",0.243333333333333,MG,dried fruit
"Selenium, Se",0.0163636363636364,UG,dried fruit
"Vitamin A, RAE",0.0277777777777778,UG,dried fruit
Vitamin E (alpha-tocopherol),0.101333333333333,MG,dried fruit
Vitamin D (D2 + D3),0.0,UG,dried fruit
"Vitamin C, total ascorbic acid",0.0611111111111111,MG,dried fruit
Thiamin,0.0541666666666667,MG,dried fruit
Riboflavin,0.0669230769230769,MG,dried fruit
Niacin,0.063125,MG,dried fruit
Vitamin B-6,0.0858823529411765,MG,dried fruit
Vitamin B-12,0.0,UG,dried fruit
"Choline, total",0.0214545454545455,MG,dried fruit
Vitamin K (phylloquinone),0.0475,UG,dried fruit
"Folate, DFE",0.025,UG,dried fruit
Cholesterol,0.0,MG,dried fruit
"Fatty acids, total saturated",0.000866666666666667,G,dried fruit
Protein,0.0024,G,duck
Total lipid (fat),0.000730337078651685,G,duck
"Carbohydrate, by difference",0.0476078431372549,G,duck
"Fiber, total dietary",0.0046875,G,duck
"Calcium, Ca",0.00846153846153846,MG,duck
"Iron, Fe",0.0216666666666667,MG,duck
"Magnesium, Mg",0.0119047619047619,MG,duck
"Phosphorus, P",0.0072,MG,duck
"Potassium, K",0.0185106382978723,MG,duck
"Sodium, Na",0.30956521739130394,MG,duck
"Zinc, Zn",0.0190909090909091,MG,duck
"Copper, Cu",0.0411111111111111,MG,duck
"Selenium, Se",0.0236363636363636,UG,duck
"Vitamin A, RAE",0.00888888888888889,UG,duck
Vitamin E (alpha-tocopherol),0.0133333333333333,MG,duck
Vitamin D (D2 + D3),0.0,UG,duck
"Vitamin C, total ascorbic acid",0.01,MG,duck
Thiamin,0.0191666666666667,MG,duck
Riboflavin,0.0107692307692308,MG,duck
Niacin,0.0149375,MG,duck
Vitamin B-6,0.0188235294117647,MG,duck
Vitamin B-12,0.0,UG,duck
"Choline, total",0.00309090909090909,MG,duck
Vitamin K (phylloquinone),0.0025,UG,duck
"Folate, DFE",0.005,UG,duck
Cholesterol,0.0,MG,duck
"Fatty acids, total saturated",0.000425,G,duck
Vitamin D (D2 + D3),0.01,UG,eau de vie
"Vitamin C, total ascorbic acid",0.0288888888888889,MG,eau de vie
"Fiber, total dietary",0.0,G,eau de vie
"Vitamin A, RAE",0.0822222222222222,UG,eau de vie
"Choline, total",0.162,MG,eau de vie
"Folate, DFE",0.0275,UG,eau de vie
Niacin,0.013125,MG,eau de vie
Pantothenic acid,0.16699999999999998,MG,eau de vie
Vitamin B-6,0.00941176470588235,MG,eau de vie
"Calcium, Ca",0.193076923076923,MG,eau de vie
"Potassium, K",0.07446808510638299,MG,eau de vie
"Zinc, Zn",0.0718181818181818,MG,eau de vie
"Selenium, Se",0.0490909090909091,UG,eau de vie
Vitamin E (alpha-tocopherol),0.0133333333333333,MG,eau de vie
Total lipid (fat),0.0412921348314607,G,eau de vie
"Carbohydrate, by difference",0.0434509803921569,G,eau de vie
Protein,0.0456,G,eau de vie
"Iron, Fe",0.009444444444444441,MG,eau de vie
"Magnesium, Mg",0.0523809523809524,MG,eau de vie
"Phosphorus, P",0.1544,MG,eau de vie
"Sodium, Na",0.0560869565217391,MG,eau de vie
"Copper, Cu",0.00444444444444444,MG,eau de vie
"Manganese, Mn",0.0008695652173913041,MG,eau de vie
Cholesterol,0.0966666666666667,MG,eau de vie
"Fatty acids, total saturated",0.03775,G,eau de vie
Vitamin B-12,0.12916666666666698,UG,eau de vie
Vitamin K (phylloquinone),0.0108333333333333,UG,eau de vie
Thiamin,0.0133333333333333,MG,eau de vie
Riboflavin,0.311538461538462,MG,eau de vie
Protein,0.0648666666666667,G,egg
Total lipid (fat),0.0,G,egg
"Carbohydrate, by difference",0.00138823529411765,G,egg
"Fiber, total dietary",0.00703125,G,egg
"Calcium, Ca",0.0269230769230769,MG,egg
"Iron, Fe",0.0883333333333333,MG,egg
"Potassium, K",0.0319148936170213,MG,egg
"Sodium, Na",0.0847826086956522,MG,egg
"Zinc, Zn",0.0963636363636364,MG,egg
"Vitamin C, total ascorbic acid",0.0,MG,egg
Riboflavin,0.923076923076923,MG,egg
Pantothenic acid,0.266,MG,egg
Vitamin B-6,0.0835294117647059,MG,egg
Vitamin B-12,0.22083333333333302,UG,egg
Cholesterol,0.0133333333333333,MG,egg
"Fatty acids, total saturated",0.0,G,egg
Protein,0.0283333333333333,G,eggplant
Total lipid (fat),0.0741573033707865,G,eggplant
"Carbohydrate, by difference",0.00755294117647059,G,eggplant
"Fiber, total dietary",0.03125,G,eggplant
"Calcium, Ca",0.0746153846153846,MG,eggplant
"Iron, Fe",0.11555555555555601,MG,eggplant
"Magnesium, Mg",0.0714285714285714,MG,eggplant
"Phosphorus, P",0.1336,MG,eggplant
"Potassium, K",0.0563829787234043,MG,eggplant
"Sodium, Na",0.0952173913043478,MG,eggplant
"Zinc, Zn",0.0972727272727273,MG,eggplant
"Copper, Cu",0.43,MG,eggplant
"Selenium, Se",0.13272727272727303,UG,eggplant
"Vitamin A, RAE",0.007777777777777779,UG,eggplant
Vitamin E (alpha-tocopherol),0.0413333333333333,MG,eggplant
Vitamin D (D2 + D3),0.0,UG,eggplant
"Vitamin C, total ascorbic acid",0.0822222222222222,MG,eggplant
Thiamin,0.229166666666667,MG,eggplant
Riboflavin,0.0946153846153846,MG,eggplant
Niacin,0.096875,MG,eggplant
Vitamin B-6,0.0623529411764706,MG,eggplant
Vitamin B-12,0.0,UG,eggplant
"Choline, total",0.02,MG,eggplant
Vitamin K (phylloquinone),0.20666666666666697,UG,eggplant
"Folate, DFE",0.0925,UG,eggplant
Cholesterol,0.0,MG,eggplant
"Fatty acids, total saturated",0.0155,G,eggplant
"Vitamin A, RAE",0.12,UG,endive
"Choline, total",0.0305454545454545,MG,endive
"Folate, DFE",0.355,UG,endive
Niacin,0.025,MG,endive
Pantothenic acid,0.18,MG,endive
Vitamin B-6,0.0117647058823529,MG,endive
"Calcium, Ca",0.04,MG,endive
"Potassium, K",0.0668085106382979,MG,endive
"Zinc, Zn",0.0718181818181818,MG,endive
Total lipid (fat),0.00112359550561798,G,endive
Riboflavin,0.0576923076923077,MG,endive
Vitamin B-12,0.0,UG,endive
"Fatty acids, total saturated",0.0004,G,endive
Cholesterol,0.0,MG,endive
"Vitamin C, total ascorbic acid",0.0722222222222222,MG,endive
Thiamin,0.0666666666666667,MG,endive
Protein,0.00833333333333333,G,endive
"Fiber, total dietary",0.02421875,G,endive
"Iron, Fe",0.0461111111111111,MG,endive
"Magnesium, Mg",0.0357142857142857,MG,endive
"Phosphorus, P",0.0224,MG,endive
"Sodium, Na",0.00956521739130435,MG,endive
"Copper, Cu",0.11,MG,endive
"Manganese, Mn",0.18260869565217397,MG,endive
Vitamin D (D2 + D3),0.0,UG,endive
"Selenium, Se",0.00363636363636364,UG,endive
Vitamin K (phylloquinone),1.925,UG,endive
Vitamin E (alpha-tocopherol),0.0293333333333333,MG,endive
"Carbohydrate, by difference",0.00262745098039216,G,endive
Protein,0.007866666666666671,G,escarole
Total lipid (fat),0.0,G,escarole
"Carbohydrate, by difference",0.00276862745098039,G,escarole
"Fiber, total dietary",0.02734375,G,escarole
"Calcium, Ca",0.0361538461538462,MG,escarole
"Potassium, K",0.0676595744680851,MG,escarole
"Sodium, Na",0.0104347826086957,MG,escarole
Cholesterol,0.0,MG,escarole
"Fatty acids, total saturated",0.0,G,escarole
Protein,0.00946666666666667,G,fennel
Total lipid (fat),0.0180337078651685,G,fennel
"Carbohydrate, by difference",0.00652549019607843,G,fennel
"Fiber, total dietary",0.02734375,G,fennel
"Calcium, Ca",0.0430769230769231,MG,fennel
"Iron, Fe",0.0466666666666667,MG,fennel
"Magnesium, Mg",0.0452380952380952,MG,fennel
"Phosphorus, P",0.0456,MG,fennel
"Potassium, K",0.100425531914894,MG,fennel
"Sodium, Na",0.0882608695652174,MG,fennel
"Zinc, Zn",0.0209090909090909,MG,fennel
"Copper, Cu",0.0833333333333333,MG,fennel
"Selenium, Se",0.0145454545454545,UG,fennel
"Vitamin A, RAE",0.0722222222222222,UG,fennel
Vitamin E (alpha-tocopherol),0.0673333333333333,MG,fennel
Vitamin D (D2 + D3),0.0,UG,fennel
"Vitamin C, total ascorbic acid",0.128888888888889,MG,fennel
Thiamin,0.00833333333333333,MG,fennel
Riboflavin,0.0269230769230769,MG,fennel
Niacin,0.0433125,MG,fennel
Vitamin B-6,0.0394117647058824,MG,fennel
Vitamin B-12,0.0,UG,fennel
"Choline, total",0.0278181818181818,MG,fennel
Vitamin K (phylloquinone),0.619166666666667,UG,fennel
"Folate, DFE",0.065,UG,fennel
Cholesterol,0.0066666666666666706,MG,fennel
"Fatty acids, total saturated",0.007925,G,fennel
Protein,0.0,G,feta
Total lipid (fat),0.160674157303371,G,feta
"Carbohydrate, by difference",0.0083921568627451,G,feta
"Sodium, Na",0.29521739130434804,MG,feta
Vitamin B-12,1.04166666666667,UG,feta
"Fatty acids, total saturated",0.208333333333333,G,feta
Protein,0.0,G,fig
Total lipid (fat),0.0,G,fig
"Carbohydrate, by difference",0.0509803921568627,G,fig
"Fiber, total dietary",0.0,G,fig
"Calcium, Ca",0.0115384615384615,MG,fig
"Iron, Fe",0.0,MG,fig
"Potassium, K",0.0223404255319149,MG,fig
"Sodium, Na",0.00217391304347826,MG,fig
"Sugars, added",0.4,G,fig
Cholesterol,0.0,MG,fig
"Fatty acids, total saturated",0.0,G,fig
Protein,0.0926666666666667,G,fish
